,target,Method,GDT_TS Pearson,GDT_TS Spearman,GDT_TS Loss,GDT_TS MAE,Class,seq_len,identity_dist_category,identity_quality_category,positive_dist_category,positive_quality_category,coverage_dist_category
191,1OHE_A,positive(%),0.9315142561056158,0.8080028488985678,1.087500000000008,0.19551169230769233,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
192,1OHE_A,coverage(%),0.6201238839408191,0.47714011764828984,42.61,0.19558720879120878,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
193,1OHE_A,DOPE,0.870836485362783,0.7190186408406278,0.8299999999999974,,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
194,1OHE_A,SOAP,0.6171896105793939,0.6562201175539955,2.069999999999994,,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
195,1OHE_A,ProQ3D,0.9084851408581825,0.820436966724997,1.100000000000001,0.13356987333333337,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
196,1OHE_A,SBROD,0.7876672014272276,0.7770763779717409,0.6899999999999906,,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
197,1OHE_A,DeepAccNet,0.8894506381391905,0.7936891258267761,0.8299999999999974,0.21270351171874996,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
198,1OHE_A,DeepAccNet-Bert,0.9549825425343302,0.9099307532506958,2.069999999999994,0.13695888281250002,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
199,1OHE_A,P3CMQA,0.9702883849848722,0.9113174461136397,1.100000000000001,0.23097708719853563,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
200,1OTJ_A,identity(%),0.8337373091022213,0.4840637087857849,1.9566666666666732,0.38575693950177936,All beta,281,multi top,Mid-low,multi top,Middle,the others
201,1OTJ_A,positive(%),0.9145643651116524,0.8316193237665088,1.9566666666666732,0.22445207591933566,All beta,281,multi top,Mid-low,multi top,Middle,the others
202,1OTJ_A,coverage(%),0.8073629993329231,-0.1342078175963123,15.732307692307689,0.24688837485172002,All beta,281,multi top,Mid-low,multi top,Middle,the others
203,1OTJ_A,DOPE,0.8699078176244761,0.7089147172619238,2.310000000000001,,All beta,281,multi top,Mid-low,multi top,Middle,the others
204,1OTJ_A,SOAP,0.7347254433825867,0.5116886160874549,2.310000000000001,,All beta,281,multi top,Mid-low,multi top,Middle,the others
205,1OTJ_A,ProQ3D,0.9303719650528061,0.8455257588608861,1.7800000000000038,0.03116065999999999,All beta,281,multi top,Mid-low,multi top,Middle,the others
206,1OTJ_A,SBROD,0.9123481146749326,0.602071539559044,3.4700000000000064,,All beta,281,multi top,Mid-low,multi top,Middle,the others
207,1OTJ_A,DeepAccNet,0.9112765804976835,0.7378226905866269,1.7800000000000038,0.2023380208333333,All beta,281,multi top,Mid-low,multi top,Middle,the others
208,1OTJ_A,DeepAccNet-Bert,0.9633896933171077,0.8552610890705362,1.7800000000000038,0.16939042968749998,All beta,281,multi top,Mid-low,multi top,Middle,the others
209,1OTJ_A,P3CMQA,0.980085923563192,0.9405763033065638,1.7800000000000038,0.041503441037813824,All beta,281,multi top,Mid-low,multi top,Middle,the others
210,1QNI_A,identity(%),0.9095304971139005,0.7414611927600543,0.8650000000000047,0.28125866412213735,All beta,131,the others,Mid-high,the others,High,the others
211,1QNI_A,positive(%),0.9214027792850449,0.6892107467365742,0.6433333333333402,0.12804711195928753,All beta,131,the others,Mid-high,the others,High,the others
212,1QNI_A,coverage(%),0.34600027723266863,0.007944540495371369,0.5788888888889065,0.3441230152671756,All beta,131,the others,Mid-high,the others,High,the others
213,1QNI_A,DOPE,0.8759885885493568,0.7162862614951021,0.9600000000000053,,All beta,131,the others,Mid-high,the others,High,the others
214,1QNI_A,SOAP,0.8020661116797837,0.7856633370331003,0.770000000000004,,All beta,131,the others,Mid-high,the others,High,the others
215,1QNI_A,ProQ3D,0.9068485622482215,0.7708347817098282,0.770000000000004,0.14078725833333336,All beta,131,the others,Mid-high,the others,High,the others
216,1QNI_A,SBROD,0.917200228025895,0.8486629875128816,0.770000000000004,,All beta,131,the others,Mid-high,the others,High,the others
217,1QNI_A,DeepAccNet,0.8982999874068179,0.5610210462037789,0.770000000000004,0.17195450683593752,All beta,131,the others,Mid-high,the others,High,the others
218,1QNI_A,DeepAccNet-Bert,0.9601751594926505,0.7521298851192981,0.9600000000000053,0.09210182404891304,All beta,131,the others,Mid-high,the others,High,the others
219,1QNI_A,P3CMQA,0.9756791883243937,0.8538941433612882,0.9600000000000053,0.23511784261251495,All beta,131,the others,Mid-high,the others,High,the others
220,1RE5_A,identity(%),0.8929465752128699,0.8364536935270973,0.6379999999999941,0.3406392142857143,All alpha,448,multi top,Mid-low,multi top,Middle,the others
221,1RE5_A,positive(%),0.9439886599846132,0.8965965546785547,0.6379999999999941,0.17767790476190476,All alpha,448,multi top,Mid-low,multi top,Middle,the others
222,1RE5_A,coverage(%),0.30282514700956575,0.5913241116023064,13.077499999999997,0.34398876190476185,All alpha,448,multi top,Mid-low,multi top,Middle,the others
223,1RE5_A,DOPE,0.894848624475786,0.8959508593061701,0.0,,All alpha,448,multi top,Mid-low,multi top,Middle,the others
224,1RE5_A,SOAP,0.7589122292459218,0.7482545581796478,0.0,,All alpha,448,multi top,Mid-low,multi top,Middle,the others
225,1RE5_A,ProQ3D,0.917999973075511,0.8663685741815318,0.7399999999999962,0.12967187333333338,All alpha,448,multi top,Mid-low,multi top,Middle,the others
226,1RE5_A,SBROD,0.9409297622375979,0.9359391252490372,1.539999999999997,,All alpha,448,multi top,Mid-low,multi top,Middle,the others
227,1RE5_A,DeepAccNet,0.9470669693085322,0.9271304943131722,0.16999999999999238,0.2326018723958333,All alpha,448,multi top,Mid-low,multi top,Middle,the others
228,1RE5_A,DeepAccNet-Bert,0.9583596038147967,0.9143216538375774,0.7399999999999962,0.19403416406250001,All alpha,448,multi top,Mid-low,multi top,Middle,the others
229,1RE5_A,P3CMQA,0.9482798873899247,0.9362164758397845,0.0,0.047976758230845136,All alpha,448,multi top,Mid-low,multi top,Middle,the others
230,1RHF_A,identity(%),0.17164489828108961,0.04832601329799458,0.9300000000000086,0.3681957875457875,All beta,91,the others,Low,multi top,Middle,the others
231,1RHF_A,positive(%),0.4279549692415441,0.17773002453337028,0.9300000000000086,0.20072326007326008,All beta,91,the others,Low,multi top,Middle,the others
232,1RHF_A,coverage(%),0.8050854708471553,0.7286507149706876,1.8300000000000094,0.3005221611721612,All beta,91,the others,Low,multi top,Middle,the others
233,1RHF_A,DOPE,0.8050270527191964,0.73080077673881,7.500000000000007,,All beta,91,the others,Low,multi top,Middle,the others
234,1RHF_A,SOAP,0.7028803868137221,0.6583587324852779,8.06,,All beta,91,the others,Low,multi top,Middle,the others
235,1RHF_A,ProQ3D,0.8574787625210925,0.7733199305307245,4.45000000000001,0.05757031999999999,All beta,91,the others,Low,multi top,Middle,the others
236,1RHF_A,SBROD,0.7525215689117218,0.678899211968133,4.45000000000001,,All beta,91,the others,Low,multi top,Middle,the others
237,1RHF_A,DeepAccNet,0.8290974759093609,0.8210538174868809,6.950000000000001,0.17080299479166663,All beta,91,the others,Low,multi top,Middle,the others
238,1RHF_A,DeepAccNet-Bert,0.9031143719825477,0.9101255598291658,6.950000000000001,0.06891159917091835,All beta,91,the others,Low,multi top,Middle,the others
239,1RHF_A,P3CMQA,0.9400548262703529,0.9326010739557477,0.0,0.1332979108792146,All beta,91,the others,Low,multi top,Middle,the others
240,1RSY_A,identity(%),0.6853523623049698,0.6518778631723805,3.720000000000001,0.4088785185185185,All beta,126,top,High,multi top,High,the others
241,1RSY_A,positive(%),0.7273787492731772,0.6808470066985675,3.720000000000001,0.21911547089947087,All beta,126,top,High,multi top,High,the others
242,1RSY_A,coverage(%),0.715853583245647,0.6051029334147933,2.779230769230756,0.12831724867724867,All beta,126,top,High,multi top,High,the others
243,1RSY_A,DOPE,0.8853318687501622,0.7695300498109527,4.370000000000007,,All beta,126,top,High,multi top,High,the others
244,1RSY_A,SOAP,0.6823001785135675,0.6263127079713559,3.970000000000007,,All beta,126,top,High,multi top,High,the others
245,1RSY_A,ProQ3D,0.8562184173132741,0.739908256782225,1.5900000000000025,0.18582276666666667,All beta,126,top,High,multi top,High,the others
246,1RSY_A,SBROD,0.5498498293619463,0.4114262389442988,3.7700000000000067,,All beta,126,top,High,multi top,High,the others
247,1RSY_A,DeepAccNet,0.7716643666064921,0.689194937245386,4.370000000000007,0.2374856510416667,All beta,126,top,High,multi top,High,the others
248,1RSY_A,DeepAccNet-Bert,0.8512054376937753,0.8148258521862657,3.970000000000007,0.21660348958333334,All beta,126,top,High,multi top,High,the others
249,1RSY_A,P3CMQA,0.9289069975984847,0.8657035247821272,4.759999999999998,0.04257895511213938,All beta,126,top,High,multi top,High,the others
250,1RT8_A,identity(%),0.6595043556123141,0.3747996316473854,1.5149999999999997,0.4737257908496732,All alpha,102,multi top,Mid-low,multi top,Middle,the others
251,1RT8_A,positive(%),0.7294281690722989,0.6160758421245531,0.5840000000000067,0.30098069281045753,All alpha,102,multi top,Mid-low,multi top,Middle,the others
252,1RT8_A,coverage(%),0.7566564404706028,0.6249446148881865,10.929999999999996,0.2162088496732026,All alpha,102,multi top,Mid-low,multi top,Middle,the others
253,1RT8_A,DOPE,0.8748390525144177,0.8006108348568818,0.0,,All alpha,102,multi top,Mid-low,multi top,Middle,the others
254,1RT8_A,SOAP,0.7657754637260201,0.6305594906646327,0.0,,All alpha,102,multi top,Mid-low,multi top,Middle,the others
255,1RT8_A,ProQ3D,0.7624841132194272,0.7218428970896904,2.200000000000002,0.2283201466666666,All alpha,102,multi top,Mid-low,multi top,Middle,the others
256,1RT8_A,SBROD,0.8111588613220451,0.6586096919956227,0.24000000000000687,,All alpha,102,multi top,Mid-low,multi top,Middle,the others
257,1RT8_A,DeepAccNet,0.8885195856936348,0.771140241170035,2.200000000000002,0.3295025729166667,All alpha,102,multi top,Mid-low,multi top,Middle,the others
258,1RT8_A,DeepAccNet-Bert,0.9393264093820968,0.8547980344043155,0.7299999999999973,0.2589345390625,All alpha,102,multi top,Mid-low,multi top,Middle,the others
259,1RT8_A,P3CMQA,0.8821561192534224,0.8485012489738204,0.24000000000000687,0.17951633423837027,All alpha,102,multi top,Mid-low,multi top,Middle,the others
260,1S3J_A,identity(%),0.07095739290085447,0.013284207289954808,0.46799999999999065,0.5721515353535355,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
261,1S3J_A,positive(%),0.10643026621015833,0.0021224520581623846,0.46799999999999065,0.34609092929292934,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
262,1S3J_A,coverage(%),0.5238033398732993,-0.05648165114386944,9.20153846153845,0.11956563636363637,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
263,1S3J_A,DOPE,0.8237537561486837,0.6501790508387599,0.39000000000000146,,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
264,1S3J_A,SOAP,0.6112796416438186,0.4738347357685311,0.0,,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
265,1S3J_A,ProQ3D,0.7264935361447887,0.554749322946957,0.7800000000000029,0.10634958666666666,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
266,1S3J_A,SBROD,0.6772894624218223,0.5404283602827603,6.25,,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
267,1S3J_A,DeepAccNet,0.7630763176205989,0.6127247254652074,3.1200000000000006,0.29254669791666665,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
268,1S3J_A,DeepAccNet-Bert,0.9032241146367894,0.8056829968259804,0.39000000000000146,0.15227977083333333,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
269,1S3J_A,P3CMQA,0.8832819898619771,0.7630854495336697,8.199999999999996,0.05020830800374349,alpha + beta,66,the others,Mid-low,multi top,Middle,the others
270,1ST9_A,identity(%),0.5994475249509033,0.40333282102476675,0.5319999999999991,0.4717250678466077,alpha / beta,113,top,Mid-low,top,Middle,the others
271,1ST9_A,positive(%),0.5577924782005029,0.30924825428546987,0.5319999999999991,0.2818725604719764,alpha / beta,113,top,Mid-low,top,Middle,the others
272,1ST9_A,coverage(%),0.2819711045588255,0.3608804283656728,16.845238095238102,0.2217852566371681,alpha / beta,113,top,Mid-low,top,Middle,the others
273,1ST9_A,DOPE,0.8548966147430749,0.8534328273913588,0.0,,alpha / beta,113,top,Mid-low,top,Middle,the others
274,1ST9_A,SOAP,0.6728571228736688,0.5557317246183454,0.0,,alpha / beta,113,top,Mid-low,top,Middle,the others
275,1ST9_A,ProQ3D,0.8920448308763353,0.8806506046056527,0.21999999999999797,0.14116199333333337,alpha / beta,113,top,Mid-low,top,Middle,the others
276,1ST9_A,SBROD,0.8404685186145765,0.7770883134633376,0.21999999999999797,,alpha / beta,113,top,Mid-low,top,Middle,the others
277,1ST9_A,DeepAccNet,0.8266309171915923,0.7848925261671803,0.0,0.2712688489583334,alpha / beta,113,top,Mid-low,top,Middle,the others
278,1ST9_A,DeepAccNet-Bert,0.9324906771098885,0.9300317324533898,0.0,0.13988050260416665,alpha / beta,113,top,Mid-low,top,Middle,the others
279,1ST9_A,P3CMQA,0.9028536033847747,0.9190203600063288,0.21999999999999797,0.14386563459014892,alpha / beta,113,top,Mid-low,top,Middle,the others
280,1TW4_A,identity(%),0.6461761536525675,0.14013961572876757,3.080000000000005,0.44182666666666665,All beta,125,multi top,Mid-high,multi top,High,the others
281,1TW4_A,positive(%),0.6489082144082083,0.23246248014084953,2.7000000000000024,0.23012,All beta,125,multi top,Mid-high,multi top,High,the others
282,1TW4_A,coverage(%),0.46073867598058227,0.32537927993120813,11.637500000000001,0.18265333333333336,All beta,125,multi top,Mid-high,multi top,High,the others
283,1TW4_A,DOPE,0.7797564239522615,0.7135111526763818,7.599999999999996,,All beta,125,multi top,Mid-high,multi top,High,the others
284,1TW4_A,SOAP,0.8005969004287816,0.7124459399283852,7.599999999999996,,All beta,125,multi top,Mid-high,multi top,High,the others
285,1TW4_A,ProQ3D,0.6268695401409813,0.6286213434303677,10.199999999999998,0.03743723333333334,All beta,125,multi top,Mid-high,multi top,High,the others
286,1TW4_A,SBROD,0.7441486617131424,0.6475444299936917,7.599999999999996,,All beta,125,multi top,Mid-high,multi top,High,the others
287,1TW4_A,DeepAccNet,0.8680798888169379,0.7709010060918899,0.20000000000000018,0.304170859375,All beta,125,multi top,Mid-high,multi top,High,the others
288,1TW4_A,DeepAccNet-Bert,0.856396118848943,0.8154999546053071,0.20000000000000018,0.14118908854166667,All beta,125,multi top,Mid-high,multi top,High,the others
289,1TW4_A,P3CMQA,0.7790354573846133,0.7409932859110034,0.40000000000000036,0.089920910876592,All beta,125,multi top,Mid-high,multi top,High,the others
290,1UB7_A,identity(%),0.9330193900899129,0.5683719744874988,0.0,0.45693068217054267,alpha / beta,172,the others,Mid-low,the others,Middle,the others
291,1UB7_A,positive(%),0.9375700654703303,0.7245457732761974,4.3433333333333435,0.28898494573643413,alpha / beta,172,the others,Mid-low,the others,Middle,the others
292,1UB7_A,coverage(%),-0.13067799835856247,0.15255096145210037,0.0,0.1553561395348837,alpha / beta,172,the others,Mid-low,the others,Middle,the others
293,1UB7_A,DOPE,0.8812362230087631,0.7013268055907785,4.3899999999999935,,alpha / beta,172,the others,Mid-low,the others,Middle,the others
294,1UB7_A,SOAP,0.6050035820954509,0.5851686976112316,5.269999999999997,,alpha / beta,172,the others,Mid-low,the others,Middle,the others
295,1UB7_A,ProQ3D,0.8752789222011188,0.6891060985445159,3.949999999999998,0.10533851999999998,alpha / beta,172,the others,Mid-low,the others,Middle,the others
296,1UB7_A,SBROD,0.7978615552658899,0.5838652087387729,4.239999999999999,,alpha / beta,172,the others,Mid-low,the others,Middle,the others
297,1UB7_A,DeepAccNet,0.8996452894686868,0.6725358094409255,3.6599999999999966,0.26307927864583336,alpha / beta,172,the others,Mid-low,the others,Middle,the others
298,1UB7_A,DeepAccNet-Bert,0.9484491553102954,0.7665970831854161,0.0,0.17731918749999995,alpha / beta,172,the others,Mid-low,the others,Middle,the others
299,1UB7_A,P3CMQA,0.9528326789470893,0.8055365619549767,2.3400000000000087,0.1633747851629257,alpha / beta,172,the others,Mid-low,the others,Middle,the others
300,1UTI_A,identity(%),0.16446596363847502,0.11943038996582064,5.579444444444459,0.5004963508771929,All beta,57,the others,Mid-low,the others,Middle,the others
301,1UTI_A,positive(%),0.20915345793027687,0.23667191052331094,7.577222222222224,0.2907883274853801,All beta,57,the others,Mid-low,the others,Middle,the others
302,1UTI_A,coverage(%),0.16352130886929825,0.17195940741272267,7.330714285714269,0.04681497076023391,All beta,57,the others,Mid-low,the others,Middle,the others
303,1UTI_A,DOPE,0.8701989122976728,0.6207823545527728,3.070000000000006,,All beta,57,the others,Mid-low,the others,Middle,the others
304,1UTI_A,SOAP,0.6086755814437487,0.6986710674257575,3.510000000000002,,All beta,57,the others,Mid-low,the others,Middle,the others
305,1UTI_A,ProQ3D,0.8429250651591967,0.6793222012800851,4.390000000000005,0.13812375999999998,All beta,57,the others,Mid-low,the others,Middle,the others
306,1UTI_A,SBROD,0.6598816002596124,0.5125063417740362,1.750000000000007,,All beta,57,the others,Mid-low,the others,Middle,the others
307,1UTI_A,DeepAccNet,0.6709777904875176,0.685080353365257,0.880000000000003,0.21393933333333337,All beta,57,the others,Mid-low,the others,Middle,the others
308,1UTI_A,DeepAccNet-Bert,0.9212479685875268,0.843706503626601,1.32000000000001,0.143154828125,All beta,57,the others,Mid-low,the others,Middle,the others
309,1UTI_A,P3CMQA,0.9504755556350104,0.6956243243763147,0.880000000000003,0.03888513890031972,All beta,57,the others,Mid-low,the others,Middle,the others
310,1V2F_A,identity(%),0.7755018340485174,0.7238658453777397,0.0,0.4101605507246377,alpha / beta,368,the others,Mid-low,the others,Low,the others
311,1V2F_A,positive(%),0.8158376014479076,0.7275504225931314,0.0,0.23084895652173912,alpha / beta,368,the others,Mid-low,the others,Low,the others
312,1V2F_A,coverage(%),0.3830431042707006,0.3991633292972263,7.414761904761901,0.23902423188405797,alpha / beta,368,the others,Mid-low,the others,Low,the others
313,1V2F_A,DOPE,0.7558612185627623,0.7562868492616178,6.110000000000005,,alpha / beta,368,the others,Mid-low,the others,Low,the others
314,1V2F_A,SOAP,0.6687794629013081,0.643352939225276,4.210000000000003,,alpha / beta,368,the others,Mid-low,the others,Low,the others
315,1V2F_A,ProQ3D,0.799337156112943,0.820613982877613,6.110000000000005,0.052421293333333334,alpha / beta,368,the others,Mid-low,the others,Low,the others
316,1V2F_A,SBROD,0.7293574381000819,0.7108885517621617,1.4900000000000024,,alpha / beta,368,the others,Mid-low,the others,Low,the others
317,1V2F_A,DeepAccNet,0.7900355801446787,0.7687827877056869,2.9900000000000038,0.27038862760416665,alpha / beta,368,the others,Mid-low,the others,Low,the others
318,1V2F_A,DeepAccNet-Bert,0.9048647895873901,0.8809401238729159,1.419999999999999,0.19115579559948978,alpha / beta,368,the others,Mid-low,the others,Low,the others
319,1V2F_A,P3CMQA,0.83599939361548,0.7941039475546167,1.4900000000000024,0.07505539034589132,alpha / beta,368,the others,Mid-low,the others,Low,the others
320,1V70_A,identity(%),0.31091453249715123,0.3515577927998297,2.7160000000000073,0.44276295238095237,All beta,105,the others,Low,multi top,Low,multi top
321,1V70_A,positive(%),0.14541254604630519,0.07284611377297483,20.79333333333333,0.3081597777777778,All beta,105,the others,Low,multi top,Low,multi top
322,1V70_A,coverage(%),0.19393573724076862,0.09830532742129819,20.79333333333333,0.13577673015873015,All beta,105,the others,Low,multi top,Low,multi top
323,1V70_A,DOPE,0.5130572000807884,0.39543683652443734,7.380000000000009,,All beta,105,the others,Low,multi top,Low,multi top
324,1V70_A,SOAP,0.4259135999659027,0.4730003987874799,3.5700000000000065,,All beta,105,the others,Low,multi top,Low,multi top
325,1V70_A,ProQ3D,0.7187781092076734,0.5960895489922633,1.430000000000009,0.14513410000000002,All beta,105,the others,Low,multi top,Low,multi top
326,1V70_A,SBROD,0.5111952320539289,0.5048782721821343,5.950000000000011,,All beta,105,the others,Low,multi top,Low,multi top
327,1V70_A,DeepAccNet,0.7220834455842681,0.6527221632025495,5.950000000000011,0.20964371875,All beta,105,the others,Low,multi top,Low,multi top
328,1V70_A,DeepAccNet-Bert,0.8928633807916642,0.778469026395124,1.430000000000009,0.12407894010416666,All beta,105,the others,Low,multi top,Low,multi top
329,1V70_A,P3CMQA,0.7594121604780111,0.6402987515371267,2.62,0.14290863682897886,All beta,105,the others,Low,multi top,Low,multi top
330,1VLK_A,identity(%),0.8601274138438227,0.8578915700101328,15.586666666666671,0.22231291326908822,All alpha,142,the others,High,the others,High,the others
331,1VLK_A,positive(%),0.8755496549433851,0.8873310636016285,15.586666666666671,0.14677254262416606,All alpha,142,the others,High,the others,High,the others
332,1VLK_A,coverage(%),0.860066212804435,0.8249574491722927,17.24000000000001,0.4078551519644181,All alpha,142,the others,High,the others,High,the others
333,1VLK_A,DOPE,-0.3656990214807858,-0.3749146946743514,23.060000000000002,,All alpha,142,the others,High,the others,High,the others
334,1VLK_A,SOAP,-0.3543303850010481,-0.40736192863372955,23.060000000000002,,All alpha,142,the others,High,the others,High,the others
335,1VLK_A,ProQ3D,-0.4444013059600733,-0.3515000312388398,23.060000000000002,0.18572432631578956,All alpha,142,the others,High,the others,High,the others
336,1VLK_A,SBROD,0.1551825500599298,0.22358062743998794,23.060000000000002,,All alpha,142,the others,High,the others,High,the others
337,1VLK_A,DeepAccNet,-0.08244943617178796,-0.36624785363715506,23.060000000000002,0.16253916940789473,All alpha,142,the others,High,the others,High,the others
338,1VLK_A,DeepAccNet-Bert,-0.16255178300390202,-0.3665254776972363,23.060000000000002,0.14806977384868422,All alpha,142,the others,High,the others,High,the others
339,1VLK_A,P3CMQA,0.9336496207767642,0.8982506276389356,0.0,0.04617570881943953,All alpha,142,the others,High,the others,High,the others
340,1W8O_A,identity(%),0.9045414869877147,0.7673300607226653,12.136000000000003,0.3444653987843066,All beta,356,the others,Low,the others,Low,the others
341,1W8O_A,positive(%),0.8191309616034881,0.7296173607755208,13.190999999999997,0.21734714496223984,All beta,356,the others,Low,the others,Low,the others
342,1W8O_A,coverage(%),0.643031508311134,0.3528909662214111,2.599999999999991,0.2831824184932768,All beta,356,the others,Low,the others,Low,the others
343,1W8O_A,DOPE,0.8463142067808312,0.8012908575507128,0.13999999999999568,,All beta,356,the others,Low,the others,Low,the others
344,1W8O_A,SOAP,0.7410968501909285,0.750410211667214,2.599999999999991,,All beta,356,the others,Low,the others,Low,the others
345,1W8O_A,ProQ3D,0.8324707685598708,0.7745021776642721,0.9199999999999986,0.11779159836065575,All beta,356,the others,Low,the others,Low,the others
346,1W8O_A,SBROD,0.8496086208096337,0.8174513121084103,0.13999999999999568,,All beta,356,the others,Low,the others,Low,the others
347,1W8O_A,DeepAccNet,0.9170996532018936,0.8659391645193892,0.13999999999999568,0.2539048876152664,All beta,356,the others,Low,the others,Low,the others
348,1W8O_A,DeepAccNet-Bert,0.9778366074305701,0.9365621285926055,0.13999999999999568,0.16189488985655737,All beta,356,the others,Low,the others,Low,the others
349,1W8O_A,P3CMQA,0.9638041982358392,0.9717654767540386,0.13999999999999568,0.05300655862737874,All beta,356,the others,Low,the others,Low,the others
350,1WLU_A,identity(%),0.5245857923293779,0.48849344183641485,2.1100000000000008,0.5209061839080459,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
351,1WLU_A,positive(%),0.6857119893172117,0.6974272929574736,2.1100000000000008,0.369986643678161,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
352,1WLU_A,coverage(%),0.8764967321548999,0.8410074045793327,4.111818181818194,0.13656508045977012,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
353,1WLU_A,DOPE,0.9580235665850942,0.9566052278960249,2.3699999999999943,,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
354,1WLU_A,SOAP,0.8689904511428715,0.8419211986060966,2.7999999999999914,,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
355,1WLU_A,ProQ3D,0.9032317632144317,0.9021852975283501,3.2299999999999995,0.08608790000000001,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
356,1WLU_A,SBROD,0.9157651182549625,0.8783356848142888,5.389999999999995,,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
357,1WLU_A,DeepAccNet,0.8919659842970181,0.8961239052769069,2.1499999999999964,0.2839613372395834,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
358,1WLU_A,DeepAccNet-Bert,0.9754408518343547,0.9683958495640556,1.5100000000000002,0.17401399647887325,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
359,1WLU_A,P3CMQA,0.9425680126887748,0.9535844666017659,2.7999999999999914,0.08346083510661127,alpha + beta,116,multi top,Mid-low,multi top,Middle,the others
360,1XWN_A,identity(%),0.20576720148466385,-0.0052296163029193765,0.8000000000000007,0.2655398072289157,All beta,166,multi top,Mid-high,multi top,Middle,the others
361,1XWN_A,positive(%),0.2221622615903489,0.016612649839382976,0.8000000000000007,0.11031860240963856,All beta,166,multi top,Mid-high,multi top,Middle,the others
362,1XWN_A,coverage(%),0.19636971197727363,0.035291567790491266,4.252499999999982,0.21919914859437747,All beta,166,multi top,Mid-high,multi top,Middle,the others
363,1XWN_A,DOPE,0.36717633294297924,0.3640397279769033,3.3099999999999907,,All beta,166,multi top,Mid-high,multi top,Middle,the others
364,1XWN_A,SOAP,0.17434356192232936,0.24770928276083115,1.7999999999999905,,All beta,166,multi top,Mid-high,multi top,Middle,the others
365,1XWN_A,ProQ3D,0.3871826727930913,0.3754070136891099,5.119999999999991,0.028494140000000005,All beta,166,multi top,Mid-high,multi top,Middle,the others
366,1XWN_A,SBROD,0.29265013294373965,0.4066430189628025,3.0099999999999905,,All beta,166,multi top,Mid-high,multi top,Middle,the others
367,1XWN_A,DeepAccNet,0.1359150258732478,0.19678140395744992,3.609999999999991,0.1472952890625,All beta,166,multi top,Mid-high,multi top,Middle,the others
368,1XWN_A,DeepAccNet-Bert,0.4055397014660541,0.4078410833449153,3.609999999999991,0.10391281413898602,All beta,166,multi top,Mid-high,multi top,Middle,the others
369,1XWN_A,P3CMQA,0.528501225951769,0.6023807012007248,1.7999999999999905,0.18822576006825764,All beta,166,multi top,Mid-high,multi top,Middle,the others
370,1YR0_A,identity(%),0.8483431260146569,0.7552226822403545,0.4650000000000043,0.4684658650306748,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
371,1YR0_A,positive(%),0.876115092100086,0.8788972016443263,0.4650000000000043,0.29828181595092024,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
372,1YR0_A,coverage(%),0.635133758883717,0.6387291096234332,10.651290322580643,0.19938689570552148,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
373,1YR0_A,DOPE,0.9047023704106818,0.9207605082120174,1.090000000000002,,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
374,1YR0_A,SOAP,0.8326941863300712,0.879389020867465,1.090000000000002,,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
375,1YR0_A,ProQ3D,0.8762209284173551,0.8973387490103509,4.679999999999995,0.1462735666666667,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
376,1YR0_A,SBROD,0.7738355555836697,0.8144843775431756,0.7800000000000029,,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
377,1YR0_A,DeepAccNet,0.9085056140491867,0.912183787006838,1.090000000000002,0.2558242135416666,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
378,1YR0_A,DeepAccNet-Bert,0.9561299782343852,0.9611140648785873,2.3399999999999976,0.16072004687499997,alpha + beta,163,multi top,Mid-high,multi top,Middle,the others
