,dope,soap
3PIU_A_1U08_A_2_5,-42305.86328125,-19075.380859375
3PIU_A_2Z61_A_1_2,-35781.296875,-63035.87890625
3PIU_A_1IAX_A_2_2,-50274.16015625,-176222.984375
3PIU_A_1U08_A_2_1,-43542.734375,-49304.7578125
3PIU_A_4MY5_A_1_2,-36893.21875,-11791.4013671875
3PIU_A_1B5P_A_2_3,-42413.5390625,-27286.251953125
3PIU_A_1B5P_A_2_4,-42339.0,-8026.15966796875
3PIU_A_2X5D_A_2_5,-39964.765625,-42244.5546875
3PIU_A_1GD9_A_2_2,-41829.828125,-94196.2421875
3PIU_A_2Z61_A_1_4,-35941.0859375,-57672.875
3PIU_A_1DJU_A_2_4,-41518.21875,-103865.6875
3PIU_A_1GC3_A_2_3,-42308.05859375,-7082.46923828125
3PIU_A_1B5O_A_3_3,-42240.88671875,-104170.4140625
3PIU_A_2ZC0_A_3_2,-44266.9921875,-113562.34375
3PIU_A_2O1B_A_1_2,-36793.89453125,-61017.11328125
3PIU_A_6F35_A_1_5,-38108.0625,-21375.359375
3PIU_A_1B5P_A_3_4,-42796.52734375,-91114.4609375
3PIU_A_2ZC0_A_3_5,-43738.3828125,-110211.71875
3PIU_A_6F77_A_2_4,-41855.21875,-91561.7734375
3PIU_A_1B5O_A_3_2,-42524.21875,-110211.3671875
3PIU_A_1GD9_A_3_2,-43389.62109375,-105968.0234375
3PIU_A_6QP3_A_3_2,-41320.41015625,-50576.4453125
3PIU_A_1XI9_A_1_4,-38307.9453125,-98271.515625
3PIU_A_2ZC0_A_3_4,-43601.16015625,-98590.9375
3PIU_A_1GD9_A_2_5,-41974.21484375,-99549.9296875
3PIU_A_1XI9_A_1_1,-37878.21875,-77365.796875
3PIU_A_6QP3_A_3_4,-40570.46875,-33936.51171875
3PIU_A_1B5O_A_2_1,-42008.76953125,-27634.22265625
3PIU_A_1IAX_A_1_2,-50187.0703125,-182206.34375
3PIU_A_5WMH_A_2_1,-41748.375,-116220.296875
3PIU_A_2X5D_A_2_3,-40487.50390625,-42491.265625
3PIU_A_1GD9_A_3_4,-43853.1953125,-103178.6875
3PIU_A_1B5P_A_2_1,-42516.55859375,-8134.1943359375
3PIU_A_4WLJ_A_2_1,-42235.890625,-116213.8515625
3PIU_A_4MY5_A_1_4,-36801.83984375,-10739.47265625
3PIU_A_2Z61_A_1_3,-36018.87890625,-60711.04296875
3PIU_A_1WST_A_3_3,-43690.8828125,-113953.1484375
3PIU_A_4WLJ_A_2_5,-41458.16015625,-89079.609375
3PIU_A_6F77_A_2_2,-41676.2890625,-114947.9765625
3PIU_A_6QP3_A_3_3,-40957.5390625,-33288.56640625
3PIU_A_1IAX_A_2_3,-50043.55859375,-188840.53125
3PIU_A_1BW0_A_3_2,-43707.26171875,-98770.546875
3PIU_A_4WLJ_A_2_4,-42086.875,-106000.8671875
3PIU_A_5YHV_A_1_2,-37840.1015625,-70109.234375
3PIU_A_1DJU_A_2_1,-41600.03515625,-93089.0390625
3PIU_A_2O1B_A_1_4,-37352.81640625,-58548.984375
3PIU_A_1GC3_A_2_5,-42128.171875,-9644.8564453125
3PIU_A_1J32_A_3_1,-41933.66015625,-76239.15625
3PIU_A_2ZJG_A_1_2,-32470.07421875,-89932.3984375
3PIU_A_1V2D_A_1_1,-37274.7734375,-80395.578125
3PIU_A_1O4S_A_1_4,-37895.53515625,-79395.828125
3PIU_A_2O0R_A_3_4,-43522.890625,-58574.125
3PIU_A_6F35_A_1_2,-38647.30078125,-39955.42578125
3PIU_A_5VEQ_A_1_1,-33210.34375,-100677.609375
3PIU_A_2O0R_A_3_5,-43626.12890625,-61150.92578125
3PIU_A_5YHV_A_1_4,-37258.7578125,-70452.3671875
3PIU_A_6F35_A_1_3,-38210.25390625,-63074.58203125
3PIU_A_1IAX_A_1_3,-50007.875,-163845.4375
3PIU_A_1DJU_A_3_4,-43267.52734375,-113459.8828125
3PIU_A_6QP3_A_3_1,-41775.421875,-45753.55078125
3PIU_A_1IAX_A_3_1,-50084.61328125,-182440.375
3PIU_A_1BJW_A_3_3,-42419.4921875,-94905.796875
3PIU_A_1IAX_A_2_4,-50119.90234375,-186945.875
3PIU_A_1B5P_A_2_5,-42778.25390625,-10735.8427734375
3PIU_A_1GC3_A_3_1,-42320.39453125,-93492.9375
3PIU_A_1BKG_A_3_3,-43983.78125,-111148.2421875
3PIU_A_1V2D_A_1_2,-36806.83984375,-81893.5234375
3PIU_A_4CVQ_A_2_4,-39482.18359375,-106320.78125
3PIU_A_1GC3_A_3_2,-43237.56640625,-101646.4921875
3PIU_A_1BJW_A_3_2,-43233.99609375,-115072.390625
3PIU_A_1GD9_A_2_4,-41490.25390625,-80825.4765625
3PIU_A_2O1B_A_1_1,-36517.2265625,-48016.62109375
3PIU_A_1BKG_A_2_1,-43521.234375,-81915.09375
3PIU_A_1B5O_A_3_4,-41945.4765625,-79059.03125
3PIU_A_1BJW_A_2_3,-42414.8203125,-26855.990234375
3PIU_A_1BW0_A_3_1,-43925.69921875,-86885.765625
3PIU_A_1WST_A_3_5,-43489.09765625,-96730.6953125
4TMX_A_3IZY_P_2_4,-24840.267578125,90209.8515625
4TMX_A_2C78_A_3_3,-32303.908203125,-135743.4375
4TMX_A_2C77_A_3_1,-32021.55859375,-131518.984375
4TMX_A_4ZU9_A_1_1,-25117.748046875,15641.392578125
4TMX_A_6WOO_1_1_4,-35833.3828125,-174829.515625
4TMX_A_3DEG_C_2_3,-26125.943359375,-70437.609375
4TMX_A_4ZU9_A_1_4,-25024.8046875,-4086.805419921875
4TMX_A_4AC9_A_2_4,-24536.740234375,27324.498046875
4TMX_A_4ZU9_A_1_2,-22973.953125,53235.32421875
4TMX_A_2Y0Y_Z_3_1,-29215.337890625,-98554.484375
4TMX_A_2YWE_A_2_4,-24360.453125,-35885.3203125
4TMX_A_4AC9_A_2_3,-23872.560546875,53899.66015625
4TMX_A_2YWE_A_2_3,-24970.765625,-49286.109375
4TMX_A_2C77_A_3_5,-31488.7890625,-124746.90625
4TMX_A_2WRN_Z_3_3,-28289.41015625,-59514.875
4TMX_A_3IZY_P_2_3,-25111.80859375,114802.6015625
4TMX_A_3JCJ_f_1_4,-23675.498046875,2327.108154296875
4TMX_A_6WOO_1_2_2,-35747.57421875,-169606.875
4TMX_A_3JCJ_f_1_1,-23384.484375,-14650.6591796875
4TMX_A_2Y0U_Z_3_2,-29915.9375,-101500.59375
4TMX_A_3DEG_C_2_5,-26954.931640625,-73643.4609375
4TMX_A_2C78_A_3_1,-31878.724609375,-125371.15625
4TMX_A_2C77_A_3_3,-31670.30078125,-122122.515625
4TMX_A_2Y0U_Z_3_5,-30030.80859375,-116106.0078125
4TMX_A_4B44_A_1_3,-26112.982421875,-58140.921875
4TMX_A_3DEG_C_2_2,-26301.5859375,-69556.828125
4TMX_A_2Y0Y_Z_3_4,-29841.623046875,-105331.3984375
4TMX_A_2Y0Y_Z_3_5,-29474.462890625,-85964.9765625
4TMX_A_2WRN_Z_3_4,-28739.392578125,-46109.34375
4TMX_A_2WRN_Z_3_2,-28934.1875,-49551.34375
4TMX_A_4B44_A_1_2,-26061.7109375,-50756.0390625
4TMX_A_2WRN_Z_3_1,-28851.458984375,-53958.05078125
4TMX_A_1MJ1_A_3_4,-28253.34765625,-58499.33984375
4TMX_A_2Y0Y_Z_3_2,-29051.9140625,-92036.296875
4TMX_A_2C77_A_3_2,-31359.361328125,-128066.7578125
4TMX_A_3DEG_C_2_1,-26269.314453125,-72961.1953125
4TMX_A_6UZ7_1_1_5,-34079.88671875,-172590.984375
4TMX_A_3WXM_A_3_2,-31046.685546875,-113220.5703125
4TMX_A_2WRN_Z_3_5,-29419.119140625,-61040.984375
4TMX_A_4AC9_A_2_5,-24643.5859375,37771.21875
4TMX_A_4B44_A_1_4,-26324.720703125,-39829.8515625
4TMX_A_6UZ7_1_3_4,-34343.9140625,-173868.375
4TMX_A_4ZU9_A_1_5,-24768.326171875,13958.984375
4TMX_A_3DEG_C_2_4,-25961.080078125,-67339.3515625
4TMX_A_1MJ1_A_3_5,-28144.71484375,-64742.92578125
4TMX_A_2Y0U_Z_3_4,-29435.04296875,-93285.765625
4TMX_A_2YWE_A_2_1,-24344.333984375,-18367.90625
4TMX_A_3JCJ_f_1_3,-24276.361328125,-33852.5390625
4TMX_A_4AC9_A_2_2,-24093.85546875,39514.5078125
4TMX_A_4ZU9_A_1_3,-24209.03515625,25422.572265625
4TMX_A_2LKC_A_2_1,-23822.69140625,-44301.89453125
4TMX_A_2YWE_A_2_2,-24652.66796875,-56535.05078125
4TMX_A_4B44_A_1_5,-26029.646484375,-53153.34375
4TMX_A_2C78_A_3_2,-31730.404296875,-133144.234375
4TMX_A_2C77_A_3_4,-32136.654296875,-137019.578125
4TMX_A_3WXM_A_3_1,-30851.587890625,-108676.453125
4TMX_A_2Y0U_Z_3_1,-29630.15234375,-94287.1484375
4TMX_A_3IZY_P_2_2,-24238.62890625,132939.953125
4TMX_A_3IZY_P_2_1,-24463.181640625,140618.90625
4TMX_A_2Y0Y_Z_3_3,-29590.904296875,-87357.375
4TMX_A_6WOO_1_1_1,-35909.74609375,-174697.078125
4EUO_A_5L9S_A_1_4,-29941.013671875,-72870.5078125
4EUO_A_4JDF_A_2_4,-30736.998046875,-90841.5078125
4EUO_A_1A99_A_3_2,-30720.16796875,-90666.3046875
4EUO_A_2V84_A_2_1,-26634.548828125,-79657.8984375
4EUO_A_1Y4T_A_3_2,-29077.30078125,-22269.41796875
4EUO_A_4GL0_A_2_1,-29326.228515625,-107985.7109375
4EUO_A_4EQB_A_2_5,-30897.171875,-81624.1328125
4EUO_A_4GL0_A_2_4,-28836.392578125,-89227.203125
4EUO_A_6DGV_A_3_5,-31936.740234375,-149951.375
4EUO_A_1XVY_A_3_4,-28309.5,-42857.7109375
4EUO_A_1POY_1_2_4,-31635.228515625,-87558.1796875
4EUO_A_3PU5_A_2_3,-31151.916015625,-86024.6484375
4EUO_A_4GL0_A_1_4,-24383.21484375,-64677.5078125
4EUO_A_4EDP_A_2_4,-28781.4296875,-89795.5625
4EUO_A_3TTM_A_2_4,-31367.974609375,-97542.6875
4EUO_A_6HLY_A_1_1,-32785.44140625,-91860.515625
4EUO_A_3PU5_A_2_5,-31154.041015625,-83252.1875
4EUO_A_4JDF_A_3_5,-30216.609375,-100418.8671875
4EUO_A_5L9S_A_1_2,-30436.349609375,-111812.546875
4EUO_A_6NLP_A_2_4,-26882.90234375,-60535.515625
4EUO_A_1POT_A_2_4,-31660.39453125,-86498.171875
4EUO_A_6HLY_A_3_4,-34905.8046875,-117183.3046875
4EUO_A_4I1D_A_1_5,-33294.5078125,-105759.8046875
4EUO_A_5L9G_A_2_5,-33352.8515625,-86645.34375
4EUO_A_4GL0_A_3_2,-29029.337890625,-85389.7109375
4EUO_A_5L9S_A_2_2,-30957.166015625,-86948.0625
4EUO_A_3TTM_A_2_1,-30428.888671875,-89126.125
4EUO_A_1POY_1_2_1,-31749.6015625,-79123.828125
4EUO_A_1POY_1_1_1,-28657.705078125,-66770.9921875
4EUO_A_1XVY_A_3_1,-28425.04296875,-52901.29296875
4EUO_A_4GL0_A_3_3,-29302.451171875,-97734.171875
4EUO_A_6DGV_A_3_4,-32145.7890625,-147436.203125
4EUO_A_6DGV_A_3_3,-32075.23828125,-145928.3125
4EUO_A_1POY_1_1_4,-28217.10546875,-71812.8984375
4EUO_A_3RPW_A_1_2,-28454.302734375,8100.10986328125
4EUO_A_1A99_A_3_4,-30440.267578125,-94894.453125
4EUO_A_1A99_A_3_5,-30578.439453125,-100960.140625
4EUO_A_1POY_1_2_3,-31810.8203125,-78451.71875
4EUO_A_4GL0_A_3_1,-29749.423828125,-99019.0625
4EUO_A_4JDF_A_2_2,-30604.408203125,-104270.6328125
4EUO_A_3PU5_A_2_4,-31474.029296875,-85374.3359375
4EUO_A_5L9S_A_2_3,-31291.056640625,-90666.828125
4EUO_A_3RPW_A_2_4,-30364.373046875,-50443.03125
4EUO_A_6DGV_A_1_5,-31066.62109375,-136943.765625
4EUO_A_6NLP_A_2_3,-26884.083984375,-55365.89453125
4EUO_A_1XVY_A_3_2,-28418.115234375,-27255.5546875
4EUO_A_4I1D_A_1_3,-33441.38671875,-107923.1171875
4EUO_A_1Y4T_A_3_3,-29388.576171875,-54521.9296875
4EUO_A_1POY_1_1_3,-27961.384765625,-67751.5625
4EUO_A_4GL0_A_2_5,-28500.037109375,-103029.953125
4EUO_A_1POT_A_2_1,-31764.89453125,-89323.28125
4EUO_A_4GL0_A_3_5,-28991.998046875,-89872.296875
4EUO_A_5L9S_A_2_4,-31517.154296875,-102028.5234375
4EUO_A_3RPW_A_1_4,-29552.501953125,-10930.3203125
4EUO_A_3RPW_A_2_3,-28329.44921875,24424.576171875
4EUO_A_4JDF_A_2_3,-30025.193359375,-102935.546875
4EUO_A_4GL0_A_1_2,-25107.2109375,-62905.59375
4EUO_A_1POT_A_2_5,-31505.34765625,-89171.359375
4EUO_A_4R6Y_A_2_4,-26723.033203125,1059.9119873046877
4EUO_A_1POY_1_1_2,-28140.208984375,-65393.6015625
4EUO_A_5L9G_A_1_2,-31946.798828125,-78327.578125
4EUO_A_6HLY_A_1_3,-33513.26953125,-107329.9921875
4EUO_A_3TTM_A_2_2,-30661.259765625,-90868.5390625
4EUO_A_1POY_1_2_5,-30937.978515625,-53342.203125
4EUO_A_5L9G_A_2_2,-33346.37890625,-91217.5703125
4EUO_A_3TTM_A_2_5,-30297.353515625,-96558.3046875
4EUO_A_6DGV_A_2_3,-31288.986328125,-138693.328125
4EUO_A_1POT_A_1_3,-29259.328125,-71961.53125
4EUO_A_1POT_A_2_3,-31962.732421875,-71857.7734375
4EUO_A_1POT_A_1_4,-28514.283203125,-74220.625
4EUO_A_4GL0_A_3_4,-29960.943359375,-87123.46875
4EUO_A_6DGV_A_2_2,-31208.583984375,-138991.78125
4EUO_A_3TTL_A_2_5,-28192.703125,-65087.84765625
4EUO_A_3RPW_A_1_3,-28311.91796875,53252.13671875
4EUO_A_3TTL_A_2_3,-28728.109375,-74031.28125
4EUO_A_1A99_A_3_3,-30485.35546875,-83259.59375
4EUO_A_4JDF_A_3_1,-30972.26171875,-101017.671875
4EUO_A_4JDF_A_3_4,-30669.427734375,-98113.75
4EUO_A_5L9G_A_3_1,-33413.94921875,-110551.046875
4EUO_A_4GL0_A_1_5,-24959.791015625,-68081.9140625
4EUO_A_4JDF_A_2_5,-29908.693359375,-101704.09375
4EUO_A_6DGV_A_2_4,-31806.3125,-149624.921875
4EUO_A_6DGV_A_1_1,-31195.130859375,-139593.359375
4EUO_A_6DGV_A_1_4,-31174.453125,-138068.25
4EUO_A_6DGV_A_2_5,-31802.7890625,-138831.53125
4EUO_A_3TTL_A_2_1,-28603.515625,-76800.3515625
4EUO_A_3TTM_A_2_3,-31266.0,-99412.2734375
4EUO_A_1O7T_A_3_1,-27303.470703125,-68719.796875
4EUO_A_1POT_A_1_1,-28904.63671875,-74591.9921875
4EUO_A_4MY2_A_3_2,-26341.607421875,-25814.376953125
4EUO_A_1XVY_A_3_3,-28337.78125,-31045.923828125
4EUO_A_4EQB_A_1_1,-27559.8046875,-91762.125
4EUO_A_5L9G_A_3_4,-33717.47265625,-101436.8046875
4EUO_A_4EQB_A_2_2,-31240.11328125,-94356.1171875
4EUO_A_6EQZ_A_3_2,-26072.26171875,-18351.224609375
4EUO_A_1O7T_A_3_5,-26928.3203125,-52739.22265625
4EUO_A_6NLP_A_2_5,-27556.27734375,-71811.015625
4EUO_A_1XVY_A_3_5,-28242.1953125,-46478.0859375
4EUO_A_1A99_A_3_1,-31154.650390625,-106494.5390625
4EUO_A_4MY2_A_3_3,-25815.123046875,-7409.2548828125
4EUO_A_4GL0_A_2_2,-29204.12109375,-88613.7734375
4EUO_A_3PU5_A_2_2,-30795.99609375,-84313.9140625
4EUO_A_2V84_A_2_3,-26937.82421875,-73240.40625
4EUO_A_3RPW_A_2_1,-29582.962890625,-55125.87109375
4EUO_A_1Y4T_A_3_4,-29431.828125,-72278.5625
4EUO_A_1POT_A_2_2,-31632.68359375,-79133.4140625
4EUO_A_5L9G_A_2_4,-33059.0078125,-84342.0546875
4EUO_A_6HLY_A_1_5,-32953.4140625,-97627.265625
4EUO_A_3TTL_A_2_4,-28874.4921875,-72575.328125
4EUO_A_3TTL_A_2_2,-28155.94140625,-53017.24609375
4EUO_A_5L9G_A_1_5,-32577.544921875,-79247.546875
4EUO_A_1POY_1_1_5,-27806.720703125,-54858.0546875
4EUO_A_6DGV_A_3_1,-32224.583984375,-152941.71875
4EUO_A_4EQB_A_1_3,-27641.7421875,-88218.9921875
4EUO_A_4I1D_A_1_2,-32902.69921875,-102109.8828125
4EUO_A_5L9G_A_2_3,-33835.4609375,-98086.015625
4EUO_A_1POT_A_1_2,-28833.85546875,-70471.9140625
4EUO_A_1Y4T_A_3_5,-28580.00390625,-47200.5078125
4EUO_A_3RPW_A_2_2,-30170.173828125,-55329.1640625
4EUO_A_5L9S_A_1_3,-30386.771484375,-94828.3046875
4EUO_A_1O7T_A_3_2,-27303.533203125,-70435.859375
4EUO_A_6HLY_A_2_2,-34326.40625,-94500.8125
4EUO_A_6NLP_A_2_1,-27084.712890625,-67732.5078125
4EUO_A_3RPW_A_2_5,-29454.115234375,-22422.40625
4EUO_A_4EQB_A_1_2,-27170.181640625,-79092.28125
4EUO_A_4JDF_A_3_2,-30621.15625,-99329.03125
4EUO_A_5L9G_A_1_3,-32966.02734375,-90031.59375
4EUO_A_6DGV_A_3_2,-32087.439453125,-148407.703125
4EUO_A_4I1D_A_1_1,-33830.7421875,-119706.8359375
4EUO_A_6HLY_A_3_3,-34274.55078125,-102025.40625
4EUO_A_4R6Y_A_2_2,-26277.208984375,-3210.2373046875
4EUO_A_6HLY_A_3_5,-34265.86328125,-100991.171875
4EUO_A_2V84_A_2_4,-26360.44140625,-74867.5234375
4EUO_A_2V84_A_2_5,-26476.55859375,-68219.2109375
4EUO_A_5L9S_A_2_5,-30979.828125,-98848.7578125
4EUO_A_4EQB_A_1_4,-27479.27734375,-97341.9609375
4EUO_A_4EQB_A_2_1,-31673.009765625,-105144.0546875
4EUO_A_5L9S_A_1_5,-30221.408203125,-96442.3359375
4EUO_A_4EQB_A_2_4,-30913.4296875,-96636.8046875
4EUO_A_6NLP_A_2_2,-27255.3203125,-77478.6796875
4EUO_A_3RPW_A_1_5,-28897.2109375,27387.859375
4EUO_A_6DGV_A_2_1,-31526.935546875,-141058.6875
4EUO_A_3PU5_A_2_1,-31395.369140625,-89812.5
4EUO_A_4JDF_A_3_3,-30158.24609375,-91437.5703125
4EUO_A_5L9G_A_3_2,-34087.578125,-103353.9375
4EUO_A_1Y4T_A_3_1,-28827.25,-38944.31640625
4EUO_A_6HLY_A_2_4,-34372.89453125,-101277.8125
4EUO_A_4JDF_A_2_1,-30273.4921875,-105095.4921875
4EUO_A_2PT1_A_3_3,-27496.861328125,-79311.765625
4EUO_A_5L9S_A_1_1,-30210.8671875,-83748.84375
4TMX_A_3WXM_A_3_4,-31000.78125,-112528.203125
3NA5_A_5TR2_A_1_2,-44596.796875,-37738.80078125
3NA5_A_5VIN_A_2_1,-50856.625,-80011.8203125
3NA5_A_6SNO_A_3_2,-49462.51953125,-117708.1484375
3NA5_A_6UO6_A_3_4,-50102.0625,-96996.96875
3NA5_A_6SNP_A_1_3,-43097.0546875,-66718.1484375
3NA5_A_1KFI_A_1_1,-44997.44921875,-83629.40625
3NA5_A_5EPC_A_1_4,-44299.77734375,-47575.6484375
3NA5_A_6UO6_A_1_5,-45608.9609375,-43189.20703125
3NA5_A_5VEC_A_1_2,-44621.58203125,-44155.90625
3NA5_A_4MRQ_A_2_1,-46386.578125,-62414.71875
3NA5_A_5O9X_A_2_1,-36312.859375,-57113.546875
3NA5_A_5EPC_A_1_2,-44978.21875,-46640.85546875
3NA5_A_5EPC_A_1_5,-45391.61328125,-57412.25
3NA5_A_5VBI_A_1_1,-44587.234375,-38319.94921875
3NA5_A_5VIN_A_1_3,-44913.5078125,-62737.4296875
3NA5_A_6Y8Z_A_1_1,-46366.07421875,-58848.9609375
3NA5_A_6SNO_A_3_3,-49093.59375,-82806.828125
3NA5_A_5VEC_A_1_1,-44772.77734375,-42352.86328125
3NA5_A_4QG5_A_1_4,-45771.1015625,-123487.6171875
3NA5_A_5EPC_A_1_3,-44659.05078125,-61763.828125
3NA5_A_5VBI_A_3_4,-50209.46484375,-102529.5859375
3NA5_A_6SNP_A_1_1,-43088.73828125,-70532.078125
3NA5_A_6UO6_A_1_3,-44734.0546875,-49020.2734375
3NA5_A_5VIN_A_1_2,-44886.05859375,-63689.81640625
3NA5_A_5EPC_A_1_1,-45409.0078125,-61890.203125
3NA5_A_5JN5_A_3_2,-50945.328125,-108382.3125
3NA5_A_4HJH_A_2_5,-47809.421875,-73609.359375
3NA5_A_6UO6_A_1_4,-45086.91015625,-57874.6484375
3NA5_A_5O9X_A_2_3,-36833.0,-93047.109375
3NA5_A_5VBI_A_1_5,-44854.125,-46342.2890625
3NA5_A_6SNP_A_2_3,-50069.8125,-142200.75
3NA5_A_5TR2_A_1_4,-44542.48046875,-34001.765625
3NA5_A_6MNV_A_2_3,-48818.015625,-82833.0625
3NA5_A_5VIN_A_2_3,-50779.32421875,-81636.171875
3NA5_A_4HJH_A_2_3,-47256.14453125,-68621.09375
3NA5_A_6UO6_A_1_2,-45303.38671875,-57151.58984375
3NA5_A_5VBI_A_1_4,-45159.4296875,-51341.0
3NA5_A_5VEC_A_1_5,-44307.1171875,-44097.3125
3NA5_A_5VEC_A_3_3,-50000.89453125,-66252.796875
3NA5_A_5O9X_A_2_4,-36599.39453125,-69508.265625
3NA5_A_5VIN_A_3_5,-49817.8125,-75710.015625
3NA5_A_5TR2_A_1_1,-43838.8125,-42079.7578125
3NA5_A_5VBI_A_1_3,-45389.14453125,-46062.53515625
4DCU_A_2HJG_A_1_2,-50056.0703125,-270134.0625
4DCU_A_7AOI_XL_1_5,-45980.72265625,-190697.28125
4DCU_A_6YXX_EA_3_3,-45625.1953125,-189885.296875
4DCU_A_6XRS_A_2_1,-47894.28125,-204849.953125
4DCU_A_1MKY_A_1_1,-46740.71875,-213848.640625
4DCU_A_6XRS_A_1_5,-47947.984375,-219431.140625
4DCU_A_3J8G_X_1_5,-42441.64453125,-132238.015625
4DCU_A_7AOI_XL_3_2,-46600.6640625,-203597.3125
4DCU_A_2HJG_A_1_4,-49344.6875,-261571.828125
4DCU_A_7AOI_XL_2_5,-46664.08203125,-198431.546875
4DCU_A_6XRS_A_1_3,-47685.96484375,-216867.03125
4DCU_A_1MKY_A_1_2,-46863.65625,-217115.59375
4DCU_A_5DN8_A_3_3,-47732.42578125,-209660.875
4DCU_A_1MKY_A_1_5,-46844.04296875,-221157.828125
4DCU_A_7AOI_XL_2_4,-46771.4140625,-205660.734375
4DCU_A_7AOI_XL_2_3,-46121.96875,-197337.234375
4DCU_A_3J8G_X_1_1,-42382.171875,-126820.3515625
4DCU_A_7AOI_XL_3_4,-46885.734375,-188572.375
4DCU_A_5DN8_A_2_3,-48371.21484375,-215452.796875
4DCU_A_6XRS_A_1_2,-48065.05859375,-217772.375
4DCU_A_7AOI_XL_1_1,-45461.55078125,-189609.0625
4DCU_A_6YXX_EA_2_3,-45209.3828125,-178735.40625
4DCU_A_6XRS_A_2_3,-48105.0546875,-215440.09375
4DCU_A_7AOI_XL_3_5,-46488.6171875,-187156.921875
4DCU_A_7AOI_XL_2_1,-46470.6640625,-198943.46875
4DCU_A_1MKY_A_1_4,-46916.59765625,-213286.90625
4DCU_A_2HJG_A_1_3,-50407.46875,-262513.625
4DCU_A_6YXX_EA_3_4,-45374.30078125,-182265.953125
4DCU_A_6YXX_EA_1_3,-44824.24609375,-188458.140625
4DCU_A_5DN8_A_1_1,-46183.6875,-149616.984375
4DCU_A_6XRS_A_1_1,-47977.23828125,-208760.25
4DCU_A_5DN8_A_3_2,-48093.4375,-217877.078125
4DCU_A_3J8G_X_1_4,-41869.546875,-116974.421875
4DCU_A_5DN8_A_1_2,-46397.390625,-152854.34375
4DCU_A_7AOI_XL_2_2,-46492.76953125,-196008.84375
4DCU_A_6YXX_EA_1_1,-45052.671875,-175448.515625
4DCU_A_7AOI_XL_1_4,-46151.20703125,-193419.609375
4DCU_A_5DN8_A_3_1,-48330.9453125,-211862.265625
4DCU_A_5DN8_A_2_2,-48366.64453125,-223689.921875
4DCU_A_6YXX_EA_2_2,-45600.66015625,-192326.625
4DCU_A_6YXX_EA_2_4,-45180.5078125,-195239.453125
4DCU_A_1MKY_A_2_1,-46265.14453125,-210493.21875
4DCU_A_5DN8_A_1_3,-45896.52734375,-148973.6875
4DCU_A_5DN8_A_1_5,-46171.0234375,-129477.40625
4DCU_A_5DN8_A_2_5,-47918.95703125,-208173.84375
4DCU_A_5DN8_A_1_4,-45388.47265625,-143179.046875
4DCU_A_5DN8_A_2_1,-48502.1796875,-222377.640625
4DCU_A_6YXX_EA_2_1,-45610.15234375,-185960.453125
4DCU_A_7AOI_XL_1_2,-45808.80859375,-198769.234375
4DCU_A_3J8G_X_1_2,-42401.046875,-118645.515625
4DCU_A_6XRS_A_2_2,-48304.9609375,-218112.625
4DCU_A_6YXX_EA_3_1,-45235.97265625,-176198.140625
4DCU_A_5DN8_A_2_4,-48476.05078125,-219782.671875
4DCU_A_6YXX_EA_1_2,-44884.86328125,-183985.359375
4DCU_A_6YXX_EA_3_5,-45560.28125,-189846.890625
4DCU_A_1MKY_A_2_4,-47153.4921875,-214825.078125
4DCU_A_6XRS_A_1_4,-48374.1953125,-212888.234375
4DCU_A_6YXX_EA_2_5,-45573.83984375,-199195.3125
4DCU_A_7AOI_XL_3_1,-46591.42578125,-197852.953125
4DCU_A_1MKY_A_2_3,-47440.1875,-220865.25
4DCU_A_2HJG_A_1_5,-49964.40234375,-263925.59375
4DCU_A_6XRS_A_2_5,-47768.23046875,-213006.84375
4DCU_A_1MKY_A_2_5,-46896.8203125,-215547.953125
4DCU_A_7AOI_XL_3_3,-46876.78125,-203817.1875
4DCU_A_6YXX_EA_3_2,-45762.109375,-192210.96875
4DCU_A_6YXX_EA_1_5,-44934.4140625,-185189.28125
4DCU_A_5DN8_A_3_5,-48196.87109375,-213182.09375
4DCU_A_6XRS_A_2_4,-47459.60546875,-202942.84375
4DCU_A_5DN8_A_3_4,-48624.44140625,-221644.171875
4DCU_A_7AOI_XL_1_3,-45646.953125,-188833.984375
4DCU_A_1MKY_A_2_2,-47132.74609375,-221232.140625
4DCU_A_1MKY_A_1_3,-47283.6796875,-218060.375
4DCU_A_3J8G_X_1_3,-41492.33984375,-124988.78125
4DCU_A_2HJG_A_1_1,-49881.22265625,-265194.9375
4DCU_A_6YXX_EA_1_4,-44208.9296875,-173692.625
1RKX_A_1KVT_A_3_3,-35891.90625,-91337.7109375
1RKX_A_1KVQ_A_3_3,-35843.6484375,-94979.3984375
1RKX_A_2Z1M_A_1_2,-33785.61328125,-99640.0
1RKX_A_7KF3_A_1_1,-32866.5078125,-84193.1953125
1RKX_A_1T2A_A_1_3,-33208.4140625,-70758.859375
1RKX_A_5GY7_A_3_2,-35937.15234375,-73316.359375
1RKX_A_1DB3_A_2_5,-31759.2578125,-71547.125
1RKX_A_1KVQ_A_3_1,-35974.26171875,-101088.9375
1RKX_A_1G1A_A_2_1,-33299.8046875,-62734.375
1RKX_A_5IN4_A_1_1,-33597.03515625,-93519.203125
1RKX_A_6GPK_A_2_5,-33268.39453125,-105535.7578125
1RKX_A_6BI4_A_1_5,-28315.322265625,-37820.609375
1RKX_A_6VLO_A_1_1,-27451.078125,-61275.5859375
1RKX_A_1HZJ_A_3_4,-34333.1640625,-61030.25
